,1. open,2. high,3. low,4. close,5. volume
2015-08-12,694.4900,696.0000,680.5100,691.4700,2932328
2015-08-11,699.5800,704.0000,684.3200,690.3000,5494011
2015-08-10,667.0900,671.6200,660.2300,663.1400,1722915
2015-08-07,667.7800,668.7950,658.8700,664.3900,1377152
2015-08-06,673.9900,674.7500,660.7300,670.1500,2032984
2015-08-05,665.7500,679.9100,665.5827,673.2900,1812589
2015-08-04,664.3400,668.0000,660.5100,661.2800,1309410
2015-08-03,657.6600,666.6700,657.6600,664.7200,1567407
2015-07-31,664.7000,664.9999,657.2000,657.5000,1746094
2015-07-30,657.4400,668.0500,651.6900,664.5600,1980345
2015-07-29,662.2600,663.3300,652.8400,661.4300,1837805
2015-07-28,661.7600,664.1000,653.4100,659.6600,1718193
2015-07-27,651.5700,667.0700,651.5500,658.2700,2919110
2015-07-24,676.7700,677.7900,653.1800,654.7700,4131137
2015-07-23,691.8500,696.0700,671.5900,674.7300,3811598
2015-07-22,694.0200,713.3300,691.6200,695.1000,4154987
2015-07-21,684.8800,705.6000,684.1500,695.3500,3780230
2015-07-20,688.9800,697.8000,681.7700,692.8400,5121752
2015-07-17,680.0000,703.0000,678.0000,699.6200,12858136
2015-07-16,589.5000,604.5000,587.9200,601.7800,5632054
2015-07-15,583.7400,588.6900,580.2100,583.9600,2073330
2015-07-14,574.5000,589.7087,574.1700,584.1800,3741583
2015-07-13,559.5100,572.8500,558.7000,571.7300,2089641
2015-07-10,553.7100,559.2900,552.0000,556.1100,2171750
2015-07-09,548.6500,548.8800,544.6200,544.6500,1488324
2015-07-08,545.6000,548.2800,541.2000,541.7000,1383065
2015-07-07,547.4300,551.0000,539.8500,550.0300,1679759
2015-07-06,542.2500,548.5800,542.0950,545.6200,1280687
2015-07-02,544.7400,548.0000,543.5700,547.3400,1406213
2015-07-01,543.6600,545.8100,539.7600,543.3000,1537973
2015-06-30,545.0900,545.9000,539.5400,540.0400,1725464
2015-06-29,546.7500,550.9000,540.2400,541.2500,1887816
2015-06-26,559.7100,560.0000,551.8500,553.0600,2183753
2015-06-25,560.3000,563.1400,557.4550,557.9500,1335270
2015-06-24,562.4800,562.6400,556.8100,558.5700,1446156
2015-06-23,559.7900,564.9000,557.1500,563.3900,1569808
2015-06-22,559.4100,565.6100,558.9100,559.6800,1737569
2015-06-19,556.5200,557.9100,552.2580,557.5200,2964489
2015-06-18,548.0000,557.2500,548.0000,556.1800,2059603
2015-06-17,545.4200,548.3600,541.8100,546.6000,1222049
2015-06-16,544.4800,546.6900,541.5724,544.8700,1626349
2015-06-15,542.7300,544.0500,539.2100,543.0000,1357481
2015-06-12,547.1500,548.8500,545.6300,547.4700,1273383
2015-06-11,554.4900,554.8300,549.1700,550.0400,1293560
2015-06-10,545.7000,554.7800,545.1100,552.6000,1515805
2015-06-09,543.4200,544.8400,538.8506,542.1600,1500846
2015-06-08,549.6100,549.8700,542.9500,543.4800,1366816
2015-06-05,552.0000,553.3300,547.3840,549.5300,1219841
2015-06-04,552.1800,555.9600,549.1200,551.6900,1343317
2015-06-03,555.1000,557.9900,552.1500,555.2900,1335479
2015-06-02,547.4300,558.7900,546.5500,553.9500,1592828
2015-06-01,548.7300,550.5700,543.5800,549.2100,1660500
2015-05-29,553.2000,553.9400,545.0400,545.3200,2172282
2015-05-28,553.7900,555.7600,550.8000,554.1800,1177318
2015-05-27,548.6800,555.2900,546.5813,554.2500,1742237
2015-05-26,552.5800,553.3305,542.9700,547.1900,1873709
2015-05-22,554.4600,558.2400,553.6200,554.5200,1213288
2015-05-21,550.2000,557.6100,549.3010,556.8100,1708512
2015-05-20,550.9200,556.0650,545.1000,552.5100,1541962
2015-05-19,548.0000,553.4000,547.1200,549.2800,2356274
2015-05-18,543.8200,548.3400,542.2500,546.6700,1335256
2015-05-15,550.3900,550.6000,542.5000,546.4900,1671977
2015-05-14,543.9700,549.6900,542.5000,549.2000,1586833
2015-05-13,540.4700,543.8400,538.9800,539.4900,1211920
2015-05-12,542.8100,542.9610,535.0000,538.7300,1764123
2015-05-11,548.4900,553.3699,545.6000,545.7800,1092923
2015-05-08,548.8700,552.8000,548.0300,548.9500,1411264
2015-05-07,535.9000,545.2000,533.4500,542.0400,1592220
2015-05-06,542.6400,543.9300,532.2350,535.0800,1951728
2015-05-05,550.1600,552.6100,542.3700,543.0450,1426417
2015-05-04,550.9900,556.6900,547.3900,552.8400,1762952
2015-05-01,550.5100,551.2200,543.8500,551.1600,1828566
2015-04-30,558.5600,561.1100,546.7200,548.7700,2362024
2015-04-29,560.5100,565.8400,559.0000,561.3900,1681064
2015-04-28,564.3200,567.8300,560.9600,564.3700,1859787
2015-04-27,572.7700,575.5200,562.3000,566.1200,2403105
2015-04-24,580.0500,584.7000,568.3500,573.6600,4608403
2015-04-23,550.4100,561.1700,550.0800,557.4600,3909155
2015-04-22,543.0600,551.0000,541.3200,549.1800,1590320
2015-04-21,546.3100,547.7745,542.2100,542.9250,1456387
2015-04-20,533.7500,545.8000,533.3500,544.5300,1926064
2015-04-17,537.3100,539.8000,529.0000,532.7400,2461698
2015-04-16,538.3500,545.2290,538.1000,543.5200,1586088
2015-04-15,537.9600,543.1900,532.3700,541.0400,2348087
2015-04-14,546.5700,546.5700,535.7400,539.7800,2360329
2015-04-13,547.0500,553.2700,546.3000,548.6400,1466277
2015-04-10,549.5700,549.8500,544.9800,548.5400,1305219
2015-04-09,549.2100,549.3700,541.9510,548.0200,1618299
2015-04-08,546.0000,551.5000,546.0000,548.8400,1419316
2015-04-07,544.9900,550.1600,543.5850,544.8600,1365916
2015-04-06,538.8400,545.5400,535.7000,543.9500,1685894
2015-04-02,547.4100,548.0000,540.4400,541.3100,2388019
2015-04-01,554.8300,558.5000,546.0300,549.4900,1945090
2015-03-31,557.9400,562.4500,554.6700,554.7000,1746622
2015-03-30,560.2500,562.1600,556.7900,561.1350,1239350
2015-03-27,561.8300,564.0660,556.9300,557.5500,1727629
2015-03-26,564.6500,567.1900,558.3100,563.6400,2492141
2015-03-25,577.5700,580.0700,567.0000,567.0000,2653451
2015-03-24,568.5400,581.8800,568.0900,577.5400,3957844
2015-03-23,566.0000,569.6399,563.0600,565.3700,1511686
2015-03-20,566.7100,567.1000,564.4800,564.9500,2216038
2015-03-19,564.5200,566.9600,562.1200,563.6700,1232969
2015-03-18,557.7300,566.5100,553.5000,566.1600,1766221
2015-03-17,558.2900,560.6400,554.4100,557.6100,1444560
2015-03-16,556.9300,563.7500,551.3200,561.6400,1842754
2015-03-13,559.2300,564.3600,550.3300,553.0000,1771354
2015-03-12,558.4800,561.8400,555.5300,561.1700,1780057
2015-03-11,559.8000,564.1800,555.4100,555.6900,2026158
2015-03-10,568.4750,569.7620,559.8200,559.8500,2004024
2015-03-09,570.9200,575.4500,569.0500,574.1000,1174244
2015-03-06,582.0000,582.7800,572.0600,572.9000,1879619
2015-03-05,579.6200,583.2000,578.2300,581.4350,1795889
2015-03-04,576.9700,581.6300,572.5200,578.3300,1898150
2015-03-03,576.3500,580.8500,570.5000,578.7950,2526280
2015-03-02,567.0000,575.9900,563.1500,575.0200,2520304
2015-02-27,558.1500,569.4200,557.0300,562.6300,3416445
2015-02-26,545.7400,560.1299,545.0900,559.2900,2701584
2015-02-25,538.4400,549.5700,538.0100,547.3300,2041827
2015-02-24,531.5500,539.4000,531.0000,538.6500,1421373
2015-02-23,539.0000,539.3000,532.0000,535.0000,1645276
2015-02-20,547.5800,547.5800,538.1000,541.8000,1911732
2015-02-19,542.4700,546.8600,540.7500,546.4500,1541669
2015-02-18,543.8200,547.5500,539.5500,542.6500,1558153
2015-02-17,551.1600,553.0000,543.2600,545.0100,1958679
2015-02-13,547.5100,552.5400,546.6000,551.1600,2369115
2015-02-12,539.6600,548.3400,537.0000,546.0100,2429520
2015-02-11,539.7300,541.9500,536.0000,538.0000,1915336
2015-02-10,532.1500,541.0000,529.1725,540.1600,2371468
2015-02-09,531.0600,533.8800,527.5500,529.2800,1515687
2015-02-06,531.0100,540.2150,528.6500,533.8750,2146922
2015-02-05,527.9300,530.6900,525.6400,529.8300,1658751
2015-02-04,533.1400,536.7460,525.0300,526.1000,1694832
2015-02-03,529.9400,537.4500,526.8100,533.3000,2353096
2015-02-02,534.3200,536.5000,521.7200,532.2000,3768861
2015-01-30,519.0000,543.1000,518.1800,537.5500,6055445
2015-01-29,512.9000,515.1900,503.4800,513.2300,3950857
2015-01-28,525.0000,525.6900,512.3500,512.4300,1791077
2015-01-27,531.4000,532.7800,520.8612,521.1900,1957440
2015-01-26,541.5000,541.5000,532.0700,536.7200,1546563
2015-01-23,538.0300,545.4100,535.7508,541.9500,2298290
2015-01-22,523.0000,538.8400,521.9100,537.3000,2803401
2015-01-21,510.8400,521.8510,509.5900,520.3900,2317789
2015-01-20,512.7700,515.6100,509.3700,509.9400,2343612
2015-01-16,503.1500,510.8500,503.0900,510.4550,2482858
2015-01-15,508.8900,509.7500,502.0100,504.0100,2556682
2015-01-14,500.4200,508.2600,498.1600,505.9300,2639959
2015-01-13,502.5700,508.6000,497.2600,501.8000,3050295
2015-01-12,499.2400,500.2800,490.9100,497.0600,2856938
2015-01-09,508.1800,508.6000,498.6500,500.7200,2065403
2015-01-08,501.5100,507.5000,495.0200,506.9100,3662224
2015-01-07,510.9500,511.4900,503.6500,505.1500,2345875
2015-01-06,520.5000,521.2100,505.5500,506.6400,2731813
2015-01-05,527.1500,527.9899,517.7500,519.4600,2059119
2015-01-02,532.6000,535.8000,527.8800,529.5500,1327870
2014-12-31,537.7400,538.4000,530.2000,530.6600,1236445
2014-12-30,534.9600,537.8400,533.6100,535.2800,1048631
2014-12-29,540.5000,543.9300,537.1600,537.3100,2218632
2014-12-26,536.9300,543.2500,535.4900,541.5200,1113464
2014-12-24,538.8200,540.2900,535.1000,536.9300,737848
2014-12-23,534.5100,542.3000,533.7200,538.7700,2877222
2014-12-22,520.6100,532.9700,520.5900,532.3000,3319461
2014-12-19,516.9900,520.8100,508.8600,520.0400,4872059
2014-12-18,515.9900,516.2500,506.5600,514.6200,3876732
2014-12-17,499.8600,509.0700,499.1100,506.4500,3639437
2014-12-16,513.6000,515.5800,497.1900,498.1600,4349882
2014-12-15,523.7600,525.3700,515.3970,515.8400,2621977
2014-12-12,527.4400,532.2400,521.4600,521.5100,2371543
2014-12-11,530.0100,537.0400,529.1600,532.1100,2073290
2014-12-10,535.9000,539.3600,527.4900,528.0400,2316204
2014-12-09,525.8750,536.6500,523.4100,536.1100,2168813
2014-12-08,529.2200,533.8150,527.0000,530.7300,3231818
2014-12-05,536.7000,538.2000,527.2600,528.0800,3070118
2014-12-04,537.6400,542.6900,534.8900,542.5800,1633688
2014-12-03,537.5000,541.4050,535.2100,536.9700,1623977
2014-12-02,539.4500,541.8500,534.6570,538.5900,2073974
2014-12-01,545.0900,548.7900,538.6200,539.6500,1994399
2014-11-28,547.0000,549.6000,544.4801,549.0800,1210061
2014-11-26,549.2300,549.8800,545.2300,547.7300,1480294
2014-11-25,547.2100,552.5000,546.9100,549.2300,1903589
2014-11-24,546.5700,551.1900,544.1500,547.4800,1653773
2014-11-21,551.0400,551.0400,545.0000,545.8900,2505988
2014-11-20,542.0900,545.3800,541.5000,543.7600,1750758
2014-11-19,544.7500,548.2200,539.1900,547.2000,1517286
2014-11-18,547.9300,552.7900,543.8000,544.5100,1822166
2014-11-17,555.1900,555.1900,544.4400,546.6400,1680621
2014-11-14,558.0000,558.0000,552.5100,555.1900,1425060
2014-11-13,560.8100,560.8199,554.0900,556.4400,1510989
2014-11-12,561.1500,561.2500,555.5000,558.2500,1094114
2014-11-11,558.5200,562.5000,556.2419,561.2900,1100179
2014-11-10,552.4000,560.6300,551.6200,558.2300,1304481
2014-11-07,555.6000,555.6000,549.3500,551.8200,1589131
2014-11-06,555.5000,556.7990,550.5800,551.6900,1650721
2014-11-05,566.7900,566.9000,554.1500,555.9500,1645264
2014-11-04,561.1600,564.7900,558.3000,564.1900,1386509
2014-11-03,563.5300,567.1500,561.6300,563.7700,1544338
2014-10-31,568.3000,568.7300,564.8100,567.8700,2341539
2014-10-30,558.2500,562.5000,552.1300,560.2700,1612469
2014-10-29,560.8500,564.9700,555.9800,558.4500,2053355
2014-10-28,551.7100,559.2000,550.4300,558.9400,1739666
2014-10-27,547.7600,554.0000,547.2000,549.8800,1598409
2014-10-24,554.9800,555.0000,545.1600,548.9000,2175767
2014-10-23,548.2800,557.4000,545.5000,553.6500,2153678
2014-10-22,541.0500,550.7600,540.2300,542.6900,2974550
2014-10-21,537.2700,538.7700,530.2000,538.0300,2460140
2014-10-20,520.4500,533.1600,519.1400,532.3800,2749830
2014-10-17,540.4500,543.4500,518.4100,522.9700,5998740
2014-10-16,527.0000,540.9900,524.9500,536.9200,3805046
2014-10-15,542.0800,543.9150,528.4220,540.7300,3836222
2014-10-14,550.1400,558.6300,544.5000,548.6900,2610033
2014-10-13,555.1300,560.8750,544.4300,544.7500,2756508
2014-10-10,567.4700,575.2300,555.0100,555.1900,2979673
2014-10-09,581.6100,582.5300,569.0300,570.8100,2413453
2014-10-08,574.7900,584.6900,567.6400,583.7400,2210360
2014-10-07,584.9000,585.8500,574.1000,574.1000,1546228
2014-10-06,589.9500,592.4000,585.4000,587.7800,1286130
2014-10-03,584.1000,588.2900,583.5000,586.2500,1214593
2014-10-02,578.0000,583.2400,574.0500,580.8800,1536935
2014-10-01,586.8000,588.7200,578.0200,579.6300,1449686
2014-09-30,587.4900,591.0000,584.5000,588.4100,1571688
2014-09-29,581.8300,589.3100,581.5700,587.8100,1144982
2014-09-26,585.9300,589.5739,585.0000,587.9000,1289090
2014-09-25,596.9900,598.0700,584.7400,585.2500,1663317
2014-09-24,591.5700,600.1100,590.3000,598.4200,1754676
2014-09-23,595.0000,596.6500,590.2400,591.1800,1398949
2014-09-22,602.5000,603.8000,593.1200,597.2700,1785101
2014-09-19,599.4900,605.4000,597.7600,605.4000,4191600
2014-09-18,595.0500,597.5600,593.0200,597.2700,1494500
2014-09-17,589.5100,596.0700,587.1200,593.2900,1719500
2014-09-16,580.9500,590.1500,580.9500,588.7800,1579600
2014-09-15,582.2400,583.9200,577.0100,581.6400,1545400
2014-09-12,590.3900,591.4800,583.2800,584.9000,1851500
2014-09-11,590.0000,591.9450,586.0400,591.1100,1501400
2014-09-10,591.7400,593.7200,587.1400,593.4200,1160100
2014-09-09,600.2700,600.6000,590.4800,591.9700,1571200
2014-09-08,599.1400,603.5200,598.0231,601.6300,1599200
2014-09-05,595.1300,598.5000,593.5500,597.7800,1799100
2014-09-04,592.1300,598.0000,590.6000,593.1400,1630800
2014-09-03,591.7300,594.4900,586.5000,589.5200,1579000
2014-09-02,582.9500,589.3000,582.4000,588.6300,1583000
2014-08-29,582.3500,582.8999,578.2400,582.3600,1206100
2014-08-28,580.0200,584.7100,577.8800,580.3200,1405800
2014-08-27,587.8100,589.3700,580.9000,583.0000,1364600
2014-08-26,592.0000,592.0500,587.4500,588.1200,1471700
2014-08-25,594.7700,595.5800,589.2600,590.5700,1295600
2014-08-22,593.2700,594.9900,589.8000,592.5400,877200
2014-08-21,594.9000,595.2500,591.1010,592.4200,1132000
2014-08-20,596.9500,596.9900,593.0010,595.4100,967300
2014-08-19,595.5900,597.8100,594.4400,597.1100,1043200
2014-08-18,587.1000,595.0500,586.5500,592.7000,1466000
2014-08-15,587.5000,589.4700,580.7600,583.7100,1723400
2014-08-14,586.6900,587.8000,580.9200,584.6500,1272900
2014-08-13,576.4500,586.1250,575.2000,584.5600,1899400
2014-08-12,575.0000,575.9000,569.9100,572.1200,1394500
2014-08-11,579.0000,579.6900,575.2980,577.2500,1171300
2014-08-08,572.0200,579.5639,569.0200,577.9400,1493300
2014-08-07,576.0500,578.3100,569.4300,571.8100,1163000
2014-08-06,569.5000,578.6440,567.4500,574.4900,1322800
2014-08-05,579.3800,580.2000,570.3100,573.1400,1643800
2014-08-04,576.5100,583.8200,572.2600,582.2700,1519400
2014-08-01,578.5550,583.4300,570.3000,573.6000,2213300
2014-07-31,588.9600,591.9899,577.6800,579.5500,2309500
2014-07-30,595.8100,598.4500,592.7000,595.4400,1215100
2014-07-29,597.7000,598.4900,592.1700,593.9500,1366600
2014-07-28,597.7500,601.0980,592.5900,599.0200,1358100
2014-07-25,599.2500,601.0000,595.7500,598.0800,1360000
2014-07-24,605.5300,608.9100,601.0000,603.0100,1355000
2014-07-23,602.0500,607.0500,601.3500,605.1900,1106000
2014-07-22,599.7000,608.8900,599.2576,603.5700,1881600
2014-07-21,601.3500,604.1600,594.4500,598.4400,2237900
2014-07-18,603.0100,606.7000,590.9200,605.1100,4871600
2014-07-17,588.9700,589.5000,576.8500,580.8200,2935300
2014-07-16,596.8900,597.0000,590.2500,590.6200,1440800
2014-07-15,595.1500,595.2999,585.3100,593.0600,1673800
2014-07-14,590.6000,594.8600,586.6930,594.2600,1951600
2014-07-11,581.0000,588.2300,580.5750,586.6500,1511600
2014-07-10,573.0000,585.2500,572.1001,580.0400,1436200
2014-07-09,578.9500,584.1000,577.0000,583.3600,1372800
2014-07-08,586.3650,587.9700,574.0000,578.4000,2125200
2014-07-07,593.5100,595.6450,587.9400,590.7600,1336700
2014-07-03,591.7000,594.2500,589.0000,593.0800,898900
2014-07-02,592.2600,594.1500,589.1100,590.7800,1195800
2014-07-01,587.6500,593.6600,586.2900,591.4900,1643200
2014-06-30,586.7600,587.7100,583.2900,584.6700,1478900
2014-06-27,585.4500,587.8800,582.6200,585.6900,2021300
2014-06-26,589.3000,589.6000,579.6000,584.7700,2002300
2014-06-25,573.5500,587.3000,573.2600,585.9300,2114700
2014-06-24,574.2200,582.2500,569.1600,572.5400,2844300
2014-06-23,564.3500,574.4400,563.5000,574.2900,1722800
2014-06-20,566.4500,566.7700,559.3700,566.5200,3160600
2014-06-19,561.1500,565.0000,556.6679,564.9900,2627400
2014-06-18,552.8000,561.4000,551.5800,560.6600,2060600
2014-06-17,552.3600,553.7400,547.4700,550.6150,1477600
2014-06-16,557.2500,557.9900,550.0000,552.3000,1938500
2014-06-13,560.0800,560.6500,553.7200,560.3500,1353300
2014-06-12,567.0000,567.0000,557.1500,559.5000,1546500
2014-06-11,565.9200,568.9700,563.6800,567.5000,1129000
2014-06-10,568.7800,572.0000,566.1300,568.3000,1483800
2014-06-09,566.7500,572.0000,565.2200,570.7300,1529700
2014-06-06,568.1600,568.7999,559.5800,566.0300,1740200
2014-06-05,557.1100,565.0000,555.0500,564.9300,1793400
2014-06-04,551.5200,558.5800,548.5600,553.7600,1729100
2014-06-03,560.9000,562.4000,552.5275,554.5100,2031300
2014-06-02,569.7500,570.4100,556.7000,564.3400,1660500
2014-05-30,571.6400,572.5800,565.7900,571.6500,1871700
2014-05-29,573.3900,573.4800,568.4525,570.5600,1411100
2014-05-28,574.5700,577.6600,569.9520,570.4500,1581600
2014-05-27,567.7800,574.8700,564.1500,574.8700,2185800
2014-05-23,558.1300,565.0000,554.1700,563.8000,2672500
2014-05-22,552.2000,557.9600,551.0000,555.4500,2149700
2014-05-21,542.9000,549.7500,542.1100,549.7000,1564700
2014-05-20,540.0000,546.3500,536.5700,540.3900,2425300
2014-05-19,528.8800,539.3500,525.6600,538.8300,1976500
2014-05-16,529.6000,530.8400,523.5700,528.3000,1907700
2014-05-15,533.1400,533.9999,525.3100,529.1200,1832900
2014-05-14,541.8200,541.8200,533.1100,534.4100,1280900
2014-05-13,539.5800,543.9900,537.9000,541.5400,2012000
2014-05-12,531.8400,538.7500,527.5100,538.4300,1948400
2014-05-09,518.6500,527.3500,514.2800,526.6200,2261200
2014-05-08,515.7200,527.3500,514.4600,520.1700,2452000
2014-05-07,523.2500,524.4300,511.0900,518.0000,3074300
2014-05-06,533.4100,534.5480,522.2601,522.5700,1835000
2014-05-05,530.2400,535.7200,527.5800,535.3300,1228400
2014-05-02,541.4400,542.4000,533.2700,533.8700,1780800
2014-05-01,534.2500,539.9100,532.8600,538.5300,2004300
2014-04-30,535.1200,536.3400,529.0900,534.8800,2038500
2014-04-29,523.8900,537.7600,523.0000,536.3300,2535200
2014-04-28,525.8000,525.9000,511.0000,522.9800,3752800
2014-04-25,532.2600,533.8600,522.5000,523.1000,2370000
2014-04-24,541.6900,542.5000,531.0000,534.4400,2067400
2014-04-23,543.6700,544.8000,528.1277,537.5100,1955700
2014-04-22,536.0000,547.9950,536.0000,545.5000,2331100
2014-04-21,544.0000,544.0000,534.0000,539.3700,2425100
2014-04-17,556.3200,557.0000,539.4000,543.3400,5614700
2014-04-16,557.7000,564.0000,553.1000,563.9000,4582200
2014-04-15,551.0000,552.8900,530.6400,548.7000,3997800
2014-04-14,543.6600,553.0200,540.5200,545.2000,2541200
2014-04-11,537.9400,547.5900,533.4000,537.7600,3174700
2014-04-10,568.0000,568.2100,545.5000,546.6900,3294500
2014-04-09,565.8400,567.8000,555.3800,567.0400,3031600
2014-04-08,545.0500,559.8800,544.7000,557.5100,3482500
2014-04-07,544.7900,549.8500,530.5300,540.6300,3961600
2014-04-04,578.5500,579.7173,544.4940,545.2500,5363700
2014-04-03,573.3900,588.3000,566.0100,571.5000,4018300
2014-04-02,1141.9000,1144.8000,1124.0000,1135.1000,4168000
2014-04-01,1120.2700,1137.5000,1118.0000,1134.8900,2181000
2014-03-31,1130.4000,1135.0000,1112.8500,1114.5100,3880700
2014-03-28,1119.0000,1133.1900,1117.7700,1120.1500,4513200
2014-03-27,1130.8500,1131.9400,1102.1000,1114.2800,7636700
2014-03-26,1162.0100,1171.5700,1131.5000,1131.9700,5154800
2014-03-25,1166.0000,1169.8400,1147.0000,1158.7200,4815500
2014-03-24,1184.1900,1184.9000,1145.9500,1157.9300,6068100
2014-03-21,1206.3100,1209.6300,1182.4500,1183.0400,6410500
2014-03-20,1199.9500,1209.6100,1195.3600,1197.1600,3366000
2014-03-19,1211.8000,1211.9900,1194.4100,1199.2500,3222500
2014-03-18,1194.6700,1211.5300,1193.0600,1211.2600,3626300
2014-03-17,1179.2500,1197.0700,1178.1100,1192.1000,4319800
2014-03-14,1181.9900,1190.8700,1172.5300,1172.8000,4583200
2014-03-13,1207.9500,1210.5000,1184.7600,1189.0600,4686500
2014-03-12,1196.4000,1207.8500,1184.1900,1207.3000,3924600
2014-03-11,1213.7700,1214.3200,1196.6400,1199.9900,3422500
2014-03-10,1215.6900,1217.6400,1204.0900,1211.5700,2426700
2014-03-07,1226.8000,1226.9900,1211.4400,1214.7900,3027100
2014-03-06,1222.2800,1226.1400,1218.6000,1219.6100,2533600
2014-03-05,1215.0500,1223.0800,1211.4100,1218.2600,2468100
2014-03-04,1215.0000,1216.0000,1209.5000,1214.9100,2932400
2014-03-03,1206.7500,1207.8400,1192.1400,1202.6900,4205300
2014-02-28,1220.3400,1224.1900,1206.2200,1215.6500,4622500
2014-02-27,1218.3900,1224.2400,1217.0100,1219.2100,2517400
2014-02-26,1224.0000,1228.8800,1213.7600,1220.1700,3960400
2014-02-25,1215.9400,1224.5000,1210.4200,1220.0000,2874500
2014-02-24,1205.3600,1220.1600,1205.1000,1212.5100,3345200
2014-02-21,1207.8100,1209.8700,1202.8400,1203.7900,3720800
2014-02-20,1203.1400,1206.8800,1200.2200,1204.1100,3398100
2014-02-19,1205.3000,1209.2200,1197.5000,1202.3400,4202900
2014-02-18,1201.4100,1212.8700,1200.0000,1210.8800,4213500
2014-02-14,1195.6100,1204.3900,1192.8000,1202.8000,4369000
2014-02-13,1180.7500,1199.9000,1179.6600,1199.9000,3669100
2014-02-12,1189.0000,1190.0000,1181.3800,1186.6900,3445500
2014-02-11,1180.1700,1191.8700,1172.2100,1190.1800,4097400
2014-02-10,1171.8000,1182.4000,1169.0200,1172.9300,3886500
2014-02-07,1167.6300,1177.9000,1160.5600,1177.4400,5267100
2014-02-06,1151.1300,1160.1600,1147.5500,1159.9600,3889300
2014-02-05,1143.3800,1150.7700,1128.0200,1143.2000,4784200
2014-02-04,1137.9900,1155.0000,1137.0100,1138.1600,5618100
2014-02-03,1179.2000,1181.7200,1132.0000,1133.4300,9129000
2014-01-31,1171.3500,1186.5400,1151.1300,1180.9700,11121400
2014-01-30,1145.0000,1152.4900,1127.2500,1135.3900,10172600
2014-01-29,1119.1200,1121.7500,1099.4200,1106.9200,4755000
2014-01-28,1110.3200,1125.7500,1109.9400,1123.0100,4415900
2014-01-27,1126.1000,1126.5000,1082.2700,1101.2300,8698400
2014-01-24,1151.0100,1153.5400,1123.0000,1123.8300,7777200
2014-01-23,1160.0000,1162.4900,1154.3700,1160.1000,3894300
2014-01-22,1166.6100,1167.8900,1158.8600,1165.0200,3139600
2014-01-21,1160.9300,1164.0000,1151.3000,1163.7000,3955800
2014-01-17,1156.8500,1160.6300,1144.2000,1150.5300,5397100
2014-01-16,1149.1000,1157.9300,1148.0000,1156.2200,3364400
2014-01-15,1152.9900,1155.0000,1143.7900,1148.6200,3896400
2014-01-14,1137.9500,1151.0000,1128.0900,1149.4000,4960200
2014-01-13,1126.4700,1146.9100,1117.1700,1122.9800,4832900
2014-01-10,1139.0800,1139.0800,1122.2500,1130.1800,4282700
2014-01-09,1143.4400,1144.2200,1125.5600,1130.2400,4164800
2014-01-08,1146.0000,1147.3200,1133.2900,1141.2300,4480500
2014-01-07,1125.0000,1139.6900,1121.1600,1138.8600,5100000
2014-01-06,1113.0100,1118.8600,1106.4400,1117.3200,3535000
2014-01-03,1115.0000,1116.9300,1104.9300,1105.0000,3330000
2014-01-02,1115.4600,1117.7500,1108.2600,1113.1200,3639100
2013-12-31,1112.2400,1121.0000,1106.2600,1120.7100,2713000
2013-12-30,1120.3400,1120.5000,1109.0200,1109.4600,2469700
2013-12-27,1120.0000,1120.2800,1112.9400,1118.4000,3136200
2013-12-26,1114.0100,1119.0000,1108.6900,1117.4600,2672900
2013-12-24,1114.9700,1115.2400,1108.1000,1111.8400,1466900
2013-12-23,1107.8400,1115.8000,1105.1200,1115.1000,3439700
2013-12-20,1088.3000,1101.1700,1088.0000,1100.6200,6516600
2013-12-19,1080.7700,1091.9900,1079.0800,1086.2200,3328000
2013-12-18,1071.8500,1084.9500,1059.0400,1084.7500,4416100
2013-12-17,1072.8200,1080.7600,1068.3800,1069.8600,3068300
2013-12-16,1064.0000,1074.6900,1062.0100,1072.9800,3200700
2013-12-13,1075.4000,1076.2900,1057.8800,1060.7900,4320400
2013-12-12,1079.5700,1082.9400,1069.0000,1069.9600,3189800
2013-12-11,1087.4000,1091.3200,1075.1700,1077.2900,3420100
2013-12-10,1076.1500,1092.3100,1075.6500,1084.6600,3704000
2013-12-09,1070.9900,1082.3100,1068.0200,1078.1400,2962200
2013-12-06,1069.7900,1070.0000,1060.0800,1069.8700,2854700
2013-12-05,1057.2000,1059.6600,1051.0900,1057.3400,2265100
2013-12-04,1051.3700,1063.9800,1050.0000,1058.1800,2380800
2013-12-03,1050.9500,1063.4400,1049.0200,1053.2600,3348800
2013-12-02,1063.5100,1066.3500,1050.7600,1054.4800,2743600
2013-11-29,1062.1600,1066.6200,1059.4500,1059.5900,2383200
2013-11-27,1062.0300,1068.0000,1060.0000,1063.1100,2244900
2013-11-26,1048.6000,1061.5000,1042.9400,1058.4100,4568000
2013-11-25,1037.1600,1053.1900,1035.0200,1045.9300,3222700
2013-11-22,1033.4200,1036.1700,1029.2200,1031.8900,2505800
2013-11-21,1027.0000,1038.3100,1026.0000,1034.0700,2181400
2013-11-20,1029.9500,1033.3600,1020.3600,1022.3100,1925400
2013-11-19,1031.7200,1034.7500,1023.0500,1025.2000,2260900
2013-11-18,1035.7500,1048.7400,1029.2400,1031.5500,3515800
2013-11-15,1034.8700,1038.0000,1030.3100,1033.5600,2550000
2013-11-14,1033.9200,1039.7500,1030.3500,1035.2300,2331000
